Name	Kind	Camp	Series	Treasure	HeadImage	ClientOnly	CorpseIdx	RedLum	GreenLum	BlueLum	NpcResType	ArmorType	HelmType	WeaponType	HorseType	RideHorse	StandFrame	StandFrame1	DeathFrame	WalkFrame	RunFrame	HurtFrame	Skill1	Level1	Skill2	Level2	Skill3	Level3	Skill4	Level4	AuraSkill	AuraSkillLevel	PassSkill	PassSkillLevel	ActionScript	LevelScript	ExpParam	ExpParam1	ExpParam2	ExpParam3	LifeParam	LifeParam1	LifeParam2	LifeParam3	LifeReplenish	ARParam	ARParam1	ARParam2	ARParam3	DefenseParam	DefenseParam1	DefenseParam2	DefenseParam3	MinDamageParam	MinDamageParam1	MinDamageParam2	MinDamageParam3	MaxDamageParam	MaxDamageParam1	MaxDamageParam2	MaxDamageParam3	WalkSpeed	RunSpeed	AttackSpeed	CastSpeed	VisionRadius	HitRecover	ActiveRadius	AIMode	AIParam1	AIParam2	AIParam3	AIParam4	AIParam5	AIParam6	AIParam7	AIParam8	AIParam9	FireResist	ColdResist	LightResist	PoisonResist	PhysicsResist	FireResistMax	ColdResistMax	LightResistMax	PoisonResistMax	PhysicsResistMax	ReviveFrame	Stature	DropRateFile	AIMaxTime	QuestTask
Hµ Hån 1 	0	5	1	0			247				enemy138	0	0	0	0	0	33	39																																																																											
Hµ Hån 2 	0	5	3	0			255				enemy146	0	0	0	0	0	36	36																																																																											
Hµ Hån 3 	0	5	2	0			165				boss016	0	0	0	0	0	36	36																																																																											
Hµ Hån 4 	0	5	4	0			165				boss011	0	0	0	0	0	37	38																																																																											
Hµ Hån 5 	0	5	0	0			165				boss009	0	0	0	0	0	37	38																																																																											
Hµ Hån 	0	5	0	0			165				boss020	0	0	0	0	0	36	36																																																																											
 (khu vùc cao cÊp) S­¬ng §ao	0	5	0	0			259				enemy150	0	0	0	0	0	24	36																																																																											
 (khu vùc cao cÊp) Phi Sa 	0	5	0	0			192				enemy083	0	0	0	0	0	32	28																																																																											
 (khu vùc cao cÊp) S­¬ng Liªm 	0	5	0	0			231				enemy122	0	0	0	0	0	35	35																																																																											
 (khu vùc cao cÊp) Thõa Phong 	0	5	0	0			178				enemy069	0	0	0	0	0	21	36																																																																											
 (khu vùc cao cÊp) Thñy Quû 	0	5	1	0			420				enemy205	0	0	0	0	0	36	40																																																																											
 (khu vùc cao cÊp) ThÇn Tý 	0	5	3	0			194				enemy085	0	0	0	0	0	35	33																																																																											
 (khu vùc cao cÊp) Tranh H¸n 	0	5	2	0			243				enemy134	0	0	0	0	0	30	30																																																																											
 (khu vùc cao cÊp) Ph¸ Lang 	0	5	4	0			249				enemy140	0	0	0	0	0	28	30																																																																											
 (khu vùc cao cÊp) ¶nh C«n 	0	5	0	0			246				enemy137	0	0	0	0	0	36	39																																																																											
 (khu vùc cao cÊp) §ao Tö 	0	5	0	0			244				enemy135	0	0	0	0	0	36	36																																																																											
 (khu vùc cao cÊp) Lang Bæng	0	5	0	0			238				enemy129	0	0	0	0	0	36	40																																																																											
 (khu vùc cao cÊp) H¾c C©n	0	5	0	0			245				enemy136	0	0	0	0	0	40	39																																																																											
Hµ Hån 1 	0	5	1	0			247				enemy138	0	0	0	0	0	33	39																																																																											
Hµ Hån 2 	0	5	3	0			255				enemy146	0	0	0	0	0	36	36																																																																											
Hµ Hån 3 	0	5	2	0			165				boss016	0	0	0	0	0	36	36																																																																											
Hµ Hån 4 	0	5	4	0			165				boss011	0	0	0	0	0	37	38																																																																											
Hµ Hån 5 	0	5	0	0			165				boss009	0	0	0	0	0	37	38																																																																											
Hµ Hån	0	5	0	0			165				boss020	0	0	0	0	0	36	36																																																																											
Tr­êng Ca M«n nh©n	3	6	0								enemy045	0	0	0	0	0	22	30																																																																											
KiÕm Hoµng ®Ö tö 	3	6	0								enemy067	0	0	0	0	0	22	30																																																																											
L­ Thanh	3	6	0								enemy047	0	0	0	0	0	22	30																																																																											
H¾c S¸t	3	6	0								enemy043	0	0	0	0	0	22	30																																																																											
B¹ch S¸t	3	6	0								enemy121	0	0	0	0	0	22	30																																																																											
§­êng ¶nh	3	6	0								passerby177	0	0	0	0	0	22	30																																																																											
Thu Y Thñy	3	6	0								enemy100	0	0	0	0	0	22	30																																																																											
M¹c TiÕu Phong 	3	6	0								passerby073_2	0	0	0	0	0	22	30																																																																											
Ng­u M·n M·n 	3	6	0								enemy144	0	0	0	0	0	22	30																																																																											
TiÓu §inh 	3	6	0								passerby128	0	0	0	0	0	22	30																																																																											
V©n T­íc Nhi	3	6	0								enemy106	0	0	0	0	0	22	30																																																																											
§­êng Thu Y	3	6	0								enemy053	0	0	0	0	0	22	30																																																																											
C¬ quan nh©n	3	6	0								enemy172	0	0	0	0	0	22	30																																																																											
Tr¸c Phi Phµm 	3	6	0								enemy073	0	0	0	0	0	22	30																																																																											
DiÖu TuÖ ®¹i s­ 	3	6	0								enemy177	0	0	0	0	0	22	30																																																																											
L­u KhiÕu Kho¸t 	0	5	4				420				enemy095	0	0	0	0	0	36	40																																																																											
L­¬ng Miªu Miªu 	0	5	0				210				enemy064	0	0	0	0	0	30	30																																																																											
Lý Tinh 	0	5	4				254				enemy204	0	0	0	0	0	36	40																																																																											
Béi c«ng tö 	0	5	3				233				boss006	0	0	0	0	0	30	30																																																																											
§­êng Ng­ 	0	5	3				233				enemy024	0	0	0	0	0	30	30																																																																											
§inh QuyÒn	3	6	0								passerby129	0	0	0	0	0	22	30																																																																											
V­¬ng NhÊt 	3	6	0								passerby117	0	0	0	0	0	22	30																																																																											
BÊt Thïy	0	5	3	2			233				enemy052	0	0	0	0	0	30	30																																																																											
BÊt Nha	0	5	3	2			233				enemy061	0	0	0	0	0	30	30																																																																											
BÊt Së 	0	5	3	2			233				enemy083	0	0	0	0	0	30	30																																																																											
Ng« H¹o 	3	6	0								passerby176	0	0	0	0	0	22	30																																																																											
Vâ L©m quan	3	6	0								passerby178	0	0	0	0	0	22	30																																																																											
§Ëu §Ëu 	0	5	3	2			233				boss019	0	0	0	0	0	30	30																																																																											
L«i LËp Cao	0	5	3	2			233				boss015	0	0	0	0	0	30	30																																																																											
Së Khi Thiªn	3	6	0								enemy154	0	0	0	0	0	22	30																																																																											
 (s¬ cÊp) S­¬ng §ao	0	5	0	0			259				enemy150	0	0	0	0	0	24	36																																																																											
 (s¬ cÊp) Phi Sa 	0	5	0	0			192				enemy083	0	0	0	0	0	32	28																																																																											
 (s¬ cÊp) S­¬ng Liªm 	0	5	0	0			231				enemy122	0	0	0	0	0	35	35																																																																											
 (s¬ cÊp) Thõa Phong 	0	5	0	0			178				enemy069	0	0	0	0	0	21	36																																																																											
 (s¬ cÊp) Thñy Quû 	0	5	1	0			420				enemy205	0	0	0	0	0	36	40																																																																											
 (s¬ cÊp) ThÇn Tý 	0	5	3	0			194				enemy085	0	0	0	0	0	35	33																																																																											
 (s¬ cÊp) Tranh H¸n 	0	5	2	0			243				enemy134	0	0	0	0	0	30	30																																																																											
 (s¬ cÊp) Ph¸ Lang 	0	5	4	0			249				enemy140	0	0	0	0	0	28	30																																																																											
 (s¬ cÊp) ¶nh C«n 	0	5	0	0			246				enemy137	0	0	0	0	0	36	39																																																																											
