SkillName	Property	SkillId	Attrib	SkillStyle	SkillIcon	PreCastSpr	ManCastSnd	FMCastSnd	StateSpecialId	IsAura	LRSkill	NeedShadow	AttackRadius	MaxShadowNum	MslsGenerate	MslsGenerateData	CharClass	MisslesForm	ChildSkillId	ChildSkillLevel	ChildSkillNum	BaseSkill	CharAnimId	EventSkillLevel	IsMelee	WaitTime	ClientSend	SkillCostType	CostValue	TimePerCast	IsPhysical	TargetOnly	TargetEnemy	TargetAlly	TargetSelf	TargetObj	ByMissle	IsUseAR	StartEvent	StartSkillId	FlyEvent	FlySkillId	FlyEventTime	CollideEvent	CollidSkillId	VanishedEvent	VanishedSkillId	ReqLevel	MaxLevel	EqtLimit	HorseLimit	DoHurt	WeaponSkill	Param1	Param1Memo	Param2	Param2Memo	StopWhenMove	HeelAtParent	RelativePosType	PeaceCanUse	ShowEvent	LvlSetScript	LvlSetting1	LvlData1	LvlSetting2	LvlData2	LvlSetting3	LvlData3	LvlSetting4	LvlData4	LvlSetting5	LvlData5	LvlSetting6	LvlData6	LvlSetting7	LvlData7	LvlSetting8	LvlData8	LvlSetting9	LvlData9	LvlSetting10	LvlData10	LevelUpScript	SkillDesc	IsSkillPhysical	IsSkillMagic	IsSkillTrain
HuyÒn NhÊt V« T­íng	lzlsky301	205	2	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wa_32.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr	\sound\skill\sound_k004.wav	\sound\skill\sound_k009.wav	0	0	0	0	520	0	5	2	5	1	107	-1	2	1	11	1	0	5	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	40	20	0	1	0	0	1		0					0	0	\script\skill\wudang.lua	lightingdamage_v	xuanyi_wuxiang	seriesdamage_p	xuanyi_wuxiang		xuanyi_wuxiang		xuanyi_wuxiang		xuanyi_wuxiang		xuanyi_wuxiang		xuanyi_wuxiang		xuanyi_wuxiang		xuanyi_wuxiang		xuanyi_wuxiang		Chiªu thøc cao cÊp, tÊn c«ng kÎ ®Þch ®¬n lÎ	0	0	0
H« Phong Ph¸p	lzlsky301	206	2	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_kl_01.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr	\sound\skill\sound_k001.wav	\sound\skill\sound_k006.wav	0	0	0	0	300	0	2	1	5	1	108	1	1	1	10	1	0	5	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	1	0	0	0	0		0					0	0	\script\skill\kunlun.lua	physicsenhance_p	hufeng_fa	lightingdamage_v	hufeng_fa	skill_eventskilllevel	hufeng_fa	missle_speed_v	hufeng_fa	skill_attackradius	hufeng_fa	skill_cost_v	hufeng_fa	seriesdamage_p	hufeng_fa	addskilldamage1	hufeng_fa	addskilldamage2	hufeng_fa		hufeng_fa		C«n l«n ph¸p thuËt nhËp m«n, s¸t th­¬ng rÊt hiÖu qu¶	1	0	0
Cuång L«i ChÊn §Þa	lzlsky301	207	2	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_kl_31.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr	\sound\skill\¿ñÀ×ÕðµØm.wav	\sound\skill\???¡Á????f.wav	0	0	0	0	400	0	0	0	5	6	109	1	1	1	11	1	0	5	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	1	0	0	0		0					0	0	\script\skill\kunlun.lua	lightingdamage_v	kuanglei_zhendi	skill_attackradius	kuanglei_zhendi	skill_cost_v	kuanglei_zhendi	seriesdamage_p	kuanglei_zhendi	skill_eventskilllevel	kuanglei_zhendi	addskilldamage1	kuanglei_zhendi	addskilldamage2	kuanglei_zhendi		kuanglei_zhendi		kuanglei_zhendi		kuanglei_zhendi		NhËp m«n ph¸p thuËt, tÊn c«ng cïng lóc nhiÒu ®èi thñ 	0	1	0
C«n L«n §ao Ph¸p	lzlsky301	208	11	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_kl_df.spr				0	0	3	0	0	0	0	0	5	7	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	1	0	0	0	0		0					1	0	\script\skill\kunlun.lua	addphysicsdamage_p	kunlun_daofa	deadlystrikeenhance_p	kunlun_daofa		kunlun_daofa		kunlun_daofa		kunlun_daofa		kunlun_daofa		kunlun_daofa		kunlun_daofa		kunlun_daofa		kunlun_daofa		T¨ng hiÖu qu¶ sö dông ®ao	0	0	0
C«n L«n KiÕm Ph¸p	lzlsky301	209	11	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_kl_jf.spr				0	0	3	0	0	0	0	0	5	7	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					1	0	\script\skill\kunlun.lua	addlightingmagic_v	kunlun_jianfa		kunlun_jianfa		kunlun_jianfa		kunlun_jianfa		kunlun_jianfa		kunlun_jianfa		kunlun_jianfa		kunlun_jianfa		kunlun_jianfa		kunlun_jianfa		T¨ng hiÖu qu¶ sö dông kiÕm	0	0	0
K× B¸n Phï	lzlsky301	210	32	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_kl_43.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr			66	0	2	0	420	0	0	0	5	6	44	1	1	1	11	0	0	5	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	-2	0	0	0	0		0					1	0	\script\skill\kunlun.lua	fastwalkrun_p	jiban_fu	skill_cost_v	jiban_fu		jiban_fu		jiban_fu		jiban_fu		jiban_fu		jiban_fu		jiban_fu		jiban_fu		jiban_fu		C«n l«n trung cÊp phï ph¸p, gi¶m tèc ®é di chuyÓn cña ®èi ph­¬ng 	0	0	0
Thanh Phong Phï	lzlsky301	211	52	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_kl_03.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr			17	0	2	0	440	0	0	0	5	3	44	-1	1	1	11	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	20	20	-2	0	0	0	0		0					0	0	\script\skill\kunlun.lua	fastwalkrun_p	qingfeng_fu	skill_cost_v	qingfeng_fu		qingfeng_fu		qingfeng_fu		qingfeng_fu		qingfeng_fu		qingfeng_fu		qingfeng_fu		qingfeng_fu		qingfeng_fu		T¨ng tèc ®é di chuyÓn cho nh­ng ng­êi xung quanh vµ b¶n th©n	0	0	0
Thóc Ph­îc Chó	lzlsky301	212	32	0	\spr\Ui\skill\Êø¸¿Öä.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr			63	0	2	0	440	0	0	0	5	6	44	-1	1	1	11	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	20	-2	0	0	0	0		0					1	0	\script\skill\kunlun.lua	rangedamagereturn_p	shufu_zhou	skill_cost_v	shufu_zhou		shufu_zhou		shufu_zhou		shufu_zhou		shufu_zhou		shufu_zhou		shufu_zhou		shufu_zhou		shufu_zhou		Bïa ph¸p cùc kú lîi h¹i	0	0	0
NhÊt KhÝ Tam Thanh	lzlsky301	213	32	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_kl_23.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr			16	0	2	0	400	0	0	0	5	3	44	1	1	1	11	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	30	20	1	0	0	0	0		0					1	0	\script\skill\kunlun.lua	addphysicsdamage_p	yiqi_sanqing	deadlystrikeenhance_p	yiqi_sanqing	skill_cost_v	yiqi_sanqing		yiqi_sanqing		yiqi_sanqing		yiqi_sanqing		yiqi_sanqing		yiqi_sanqing		yiqi_sanqing		yiqi_sanqing		Ttrung cÊp néi c«ng t©m ph¸p, t¨ng hiÖu qu¶ sö dông ®ao	0	0	0
Thiªn TÒ TÇn L«i	lzlsky301	214	2	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_kl_11.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr	\sound\skill\sound_k002.wav	\sound\skill\sound_k007.wav	0	0	0	0	360	0	2	1	5	1	110	1	6	1	11	1	0	5	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	1	0	0	0		0					0	0	\script\skill\kunlun.lua	lightingdamage_v	tianji_xunlei	missle_speed_v	tianji_xunlei	skill_attackradius	tianji_xunlei	skill_cost_v	tianji_xunlei	seriesdamage_p	tianji_xunlei	skill_eventskilllevel	tianji_xunlei		tianji_xunlei		tianji_xunlei		tianji_xunlei		tianji_xunlei		C«n l«n trung cÊp ph¸p thuËt. L«I s¸t cùc kú lîi h¹i	0	1	0
B¾c Minh §¶o H¶i	lzlsky301	215	1003	0	\spr\Ui\skill\±±Ú¤µÁº£.spr	\spr\skill\À¥ÂØ\kl_17_Ä§·¨Ê©·Å.spr			65	0	2	0	440	0	0	0	5	6	44	-1	1	1	11	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	0	0	0	0		0					0	0	\script\skill\kunlun.lua	lifereplenish_v	beiming_daohai	manareplenish_v	beiming_daohai	skill_cost_v	beiming_daohai		beiming_daohai		beiming_daohai		beiming_daohai		beiming_daohai		beiming_daohai		beiming_daohai		beiming_daohai		C«n l«n t©m ph¸p, khiÕn ®èi ph­¬ng xuÊt huyÕt liªn lôc 	0	0	0
Thiªn Thanh §Þa Träc	lzlsky301	216	52	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_kl_12.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr			13	0	2	0	400	0	0	0	5	3	44	1	1	1	11	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	0	0	0	0		0					1	0	\script\skill\kunlun.lua	lightingres_p	tianqing_dizhuo	fireres_p	tianqing_dizhuo	skill_cost_v	tianqing_dizhuo	physicsres_p	tianqing_dizhuo	coldres_p	tianqing_dizhuo		tianqing_dizhuo		tianqing_dizhuo		tianqing_dizhuo		tianqing_dizhuo		tianqing_dizhuo		Néi gia t©m ph¸p, t¨ng hiÖu qu¶ phßng thñ toµn diÖn	0	0	0
KhÝ Hµn Ng¹o TuyÕt	lzlsky301	217	32	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_kl_14.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr			54	0	2	0	420	0	0	0	5	6	44	1	1	1	14	0	0	5	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	20	-2	0	0	0	0		0					1	0	\script\skill\kunlun.lua	castspeed_v	qihan_aoxue	skill_cost_v	qihan_aoxue		qihan_aoxue		qihan_aoxue		qihan_aoxue		qihan_aoxue		qihan_aoxue		qihan_aoxue		qihan_aoxue		qihan_aoxue		NhiÕp hån lo¹n t©m, khiÕn ®èi ph­¬ng gi¶m tèc ®é xuÊt chiªu	0	0	0
KhÝ Tam Phï	lzlsky301	218	32	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_kl_33.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr			0	0	2	0	420	0	0	0	5	6	44	1	1	1	11	0	0	5	0	0	0	30	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	20	-2	0	0	0	0		0					1	0	\script\skill\kunlun.lua	stun_p	qixin_fu	skill_cost_v	qixin_fu		qixin_fu		qixin_fu		qixin_fu		qixin_fu		qixin_fu		qixin_fu		qixin_fu		qixin_fu		Trung cÊp ph¸p thuËt, c«ng kÝch khÝªn ®èi ph­¬ng h«n mª 	0	0	0
Cuång Phong S©u §iÖn	lzlsky301	219	1	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_kl_21.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr	\sound\skill\sound_k003.wav	\sound\skill\sound_k008.wav	0	0	0	0	512	0	0	0	5	1	111	1	1	1	10	1	0	5	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	1	1	0	0	0		0					0	0	\script\skill\kunlun.lua	physicsenhance_p	kuangfeng_zhoudian	lightingdamage_v	kuangfeng_zhoudian	stun_p	kuangfeng_zhoudian	skill_eventskilllevel	kuangfeng_zhoudian	missle_speed_v	kuangfeng_zhoudian	skill_attackradius	kuangfeng_zhoudian	skill_cost_v	kuangfeng_zhoudian	seriesdamage_p	kuangfeng_zhoudian		kuangfeng_zhoudian	addskilldamage1	kuangfeng_zhoudian		§ao ph¸p cao cÊp, hiÖu qu¶ chiÕn ®Êu cùc cao	1	0	0
Ngò L«i ChÝnh Ph¸p	lzlsky301	220	2	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_kl_41.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr	\sound\skill\ÎåÀ×Õý·¨m.wav	\sound\skill\???¡Á??¡¤¡§f.wav	0	0	0	0	470	0	3	5	5	6	112	1	4	1	11	1	0	5	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	20	-2	1	0	0	0		0					0	0	\script\skill\kunlun.lua	lightingdamage_v	wulei_zhengfa	skill_eventskilllevel	wulei_zhengfa	skill_attackradius	wulei_zhengfa	seriesdamage_p	wulei_zhengfa	skill_cost_v	wulei_zhengfa	addskilldamage1	wulei_zhengfa		wulei_zhengfa		wulei_zhengfa		wulei_zhengfa		wulei_zhengfa		Chiªu thøc tèi cao, l«I s¸t trªn diÖn réng	0	1	0
Mª Tung ¶o ¶nh	lzlsky301	221	1003	2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_em_33.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr			64	0	2	0	440	0	0	0	2	6	113	-1	1	1	11	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0		0					0	0	\script\skill\kunlun.lua	freezetimereduce_p	mizhong_huanying	stuntimereduce_p	mizhong_huanying	skill_cost_v	mizhong_huanying		mizhong_huanying		mizhong_huanying		mizhong_huanying		mizhong_huanying		mizhong_huanying		mizhong_huanying		mizhong_huanying		NhiÕp T©m ThuËt, gi¶m kh¶ n¨ng xoay chuyÓn cña ®èi ph­¬ng	0	0	0
S­¬ng Ng¹o C«n L«n	lzlsky301	222	11	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wa_02.spr				0	0	3	0	0	0	0	0	5	7	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	30	-2	0	0	0	0		0					1	0	\script\skill\kunlun.lua	attackspeed_v	shuangao_kunlun	deadlystrikeenhance_p	shuangao_kunlun	castspeed_v	shuangao_kunlun	addlightingmagic_v	shuangao_kunlun	addlightingdamage_v	shuangao_kunlun		shuangao_kunlun		shuangao_kunlun		shuangao_kunlun		shuangao_kunlun		shuangao_kunlun		Vo cong tran phai, tang hieu qua chien dau toan dien.	0	0	0
HuyÒn Thiªn V« Cùc	lzlsky301	223	11	3	\spr\Ui\¼¼ÄÜÍ¼±ê\ÐþÌìÎÞ¼«.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr			0	0	3	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	20	-2	0	0	0	0		0					1	0	\script\skill\kunlun.lua	manashieldpoint_p	xuantian_wuji	damagereturnresist_p	xuantian_wuji		xuantian_wuji		xuantian_wuji		xuantian_wuji		xuantian_wuji		xuantian_wuji		xuantian_wuji		xuantian_wuji		xuantian_wuji		Kü n¨ng hÊp thô s¸t th­¬ng cña ®èi ph­¬ng	0	0	0
Ng¹o TuyÕt Tiªu Phong	lzlsky301	224	1001	0	\spr\Ui\skill\°ÁÑ©Ð¥Ìì.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr	\sound\skill\sound_k001.wav	\sound\skill\sound_k006.wav	0	0	0	0	512	0	0	0	5	1	114	1	1	1	10	1	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	1	225	0	0	80	0	1	1	0	0	0		0					0	0	\script\skill\kunlun.lua	physicsenhance_p	aoxue_xiaofeng	seriesdamage_p	aoxue_xiaofeng	lightingdamage_v	aoxue_xiaofeng	stun_p	aoxue_xiaofeng	missle_speed_v	aoxue_xiaofeng	skill_eventskilllevel	aoxue_xiaofeng	skill_cost_v	aoxue_xiaofeng	skill_skillexp_v	aoxue_xiaofeng		aoxue_xiaofeng		aoxue_xiaofeng		§ao ph¸p cao cÊp, hiÖu qu¶ s¸t th­¬ng cùc cao 	1	0	1
KhiÕu Phong Tam Liªn KÝch	lzlsky301	225		0	\spr\Ui\skill\°ÁÑ©Ð¥Ìì.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr	\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	470	0	0	0	5	7	115	1	1	1	11	1	0	0	0	0	0	5	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	80	0	-2	1	0	0	1		-60					0	0	\script\skill\kunlun.lua	lightingdamage_v	xiaofeng_sanlianji	missle_lifetime_v	xiaofeng_sanlianji	seriesdamage_p	xiaofeng_sanlianji		aoxue_xiaofeng		xiaofeng_sanlianji		xiaofeng_sanlianji		xiaofeng_sanlianji		xiaofeng_sanlianji		xiaofeng_sanlianji		xiaofeng_sanlianji		Vo Dang Tuyet dinh vo cong, sat thuong tren dien rong.	0	0	0
L«i §éng Cöu Thiªn	lzlsky301	226	1002	0	\spr\Ui\skill\À×¶¯¾ÅÌì.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr	\sound\skill\ÎåÀ×Õý·¨m.wav	\sound\skill\???¡Á??¡¤¡§f.wav	0	0	0	0	480	0	3	5	5	6	116	1	4	1	11	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	227	80	0	-2	1	0	0	0		0					0	0	\script\skill\kunlun.lua	lightingdamage_v	leidong_jiutian	skill_eventskilllevel	leidong_jiutian	seriesdamage_p	leidong_jiutian	skill_cost_v	leidong_jiutian	skill_skillexp_v	leidong_jiutian		leidong_jiutian		leidong_jiutian		leidong_jiutian		leidong_jiutian		leidong_jiutian		Chiªu thøc tèi cao, L«I s¸t trªn diÖn réng 	0	1	1
L«i §éng Cöu Thiªn st	lzlsky301	227		0	\spr\Ui\skill\À×¶¯¾ÅÌì.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr	\sound\skill\sound_k001.wav	\sound\skill\sound_k006.wav	0	0	0	0	400	0	0	0	5	6	117	1	1	1	11	1	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	80	0	-2	1	0	0	0		0					0	0	\script\skill\kunlun.lua	lightingdamage_v	pingdi_hanlei	seriesdamage_p	pingdi_hanlei		leidong_jiutian		pingdi_hanlei		pingdi_hanlei		pingdi_hanlei		pingdi_hanlei		pingdi_hanlei		pingdi_hanlei		pingdi_hanlei		Vo Dang vo cong nhap mon,tan cong doi phuong don le.	0	1	0
Tuý Tiªn T¸ Cèt	lzlsky301	228	1003	0	\spr\Ui\skill\×íÏç´í¹Ç.spr	\spr\skill\À¥ÂØ\kl_18_Ä§·¨Ê©·Å.spr			60	0	2	0	500	0	0	0	4	6	44	0	1	1	11	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	20	-2	0	0	0	0		0					1	0	\script\skill\kunlun.lua	freezetimereduce_p	zuixian_cuogu	stuntimereduce_p	zuixian_cuogu	lifereplenish_v	zuixian_cuogu	manareplenish_v	zuixian_cuogu	rangedamagereturn_p	zuixian_cuogu	skill_cost_v	zuixian_cuogu		zuixian_cuogu		zuixian_cuogu		zuixian_cuogu		zuixian_cuogu	\script\skill\upcl.lua	C«n l«n t©m ph¸p, lµm gi¶m kh¶ n¨ng miÔn dÞch cña ®èi ph­¬ng 	0	0	0
§¶o H­ Thiªn	lzlsky301	229	1008	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tw_120.spr				0	0	3	0	0	0	0	0	1	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	120	1	-2	0	0	0	0		0					0	0	\script\skill\tianwang.lua	stateskilltime	daoxutian	allres_p	daoxutian	allresmax_p	daoxutian	lifereplenish_p	daoxutian	ignoreskill_p	daoxutian	skill_skillexp_v	daoxutian		daoxutian		daoxutian		daoxutian		daoxutian		Mét lo¹i vâ c«ng ®éc ®¸o do Chung Ng­u Tö s¸ng chÕ.			
§¹i Thõa Nh­ Lai Chó	lzlsky301	230	1008	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_sl_120.spr				0	0	3	0	0	0	0	0	1	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	120	1	-2	0	0	0	0		0					0	0	\script\skill\shaolin.lua	stateskilltime	dachengrulaizhou	poisondamagereturn_p	dachengrulaizhou	returnskill_p	dachengrulaizhou	autoreplyskill	dachengrulaizhou	skill_skillexp_v	dachengrulaizhou												Th©n t©m thanh tÞnh, tù ®éng ph¶n kÝch l¹i ®èi ph­¬ng.			
Mª ¶nh Tung	lzlsky301	231	1009	1	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tm_120.spr	\spr\skill\tm\ÃÔÓ°×Ý.spr			0	0	2	0	0	0	0	0	3	13	0	-1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1	-2	0	0	0	0		0					0	0	\script\skill\tangmen.lua	skill_cost_v	tangmen120	skill_param1_v	tangmen120	skill_mintimepercastonhorse_v	tangmen120	skill_mintimepercast_v	tangmen120	skill_desc	tangmen120	skill_skillexp_v	tangmen120										ThuËt di h×nh ho¸n ¶nh, ®i ®Õn ®iÓm chØ ®Þnh trong nh¸y m¾t.			
HÊp Tinh YÓm	lzlsky301	232	1008	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wd_120.spr				0	0	3	0	0	0	0	0	1	7	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	120	1	-2	0	0	0	0		0					0	0	\script\skill\wudu.lua	stateskilltime	wudu120	autoattackskill	wudu120	skill_desc	wudu120	skill_skillexp_v	wudu120	timecastskilleffect_v	wudu120												ChÝ ©m chÝ ®éc, h¹ ®éc vµ lµm gi¶m néi lùc ®èi ph­¬ng.			
BÕ NguyÖt PhÊt TrÇn	lzlsky301	233	503	2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_em_120.spr				0	1	2	0	180	0	0	0	2	7	323	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	120	1	-2	0	0	0	0		0					0	0	\script\skill\emei.lua	stateskilltime	emei120	skill_appendskill1	emei120	skill_appendskill2	emei120_1	skill_appendskill3	emei120_2	skill_appendskill4	emei120_3	skill_appendskill5	emei120_4	skill_desc	emei120	skill_skillexp_v	emei120						Vâ c«ng tinh tóy, dïng ®Ó hç trî sè ®«ng.			
Ngù TuyÕt Èn	lzlsky301	234	1009	2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_cy_120.spr	\spr\skill\cy\ÓùÑ©Òþ.spr			0	0	2	0	0	0	0	0	2	7	0	-1	0	0	11	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	120	1	-2	1	0	0	0		0					0	0	\script\skill\cuiyan.lua	skill_cost_v	cuiyan120	hide	cuiyan120	skill_mintimepercast_v	cuiyan120	skill_desc	cuiyan120	skill_skillexp_v	cuiyan120												TuyÕt tr¾ng phiªu bång Èn tµng bãng d¸ng kiÒu n÷.			
Hçn Thiªn KhÝ C«ng	lzlsky301	235	1008	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_gb_120.spr				0	0	3	0	0	0	0	0	4	7	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1	-2	0	0	0	0		0					0	0	\script\skill\gaibang.lua	stateskilltime	gaibang120	autoattackskill	gaibang120	skill_desc	gaibang120	skill_skillexp_v	gaibang120	timecastskilleffect_v	gaibang120												TuyÖt häc tËp hîp t©m huyÕt cña c¸c vÞ bang chñ.			
Ma ¢m PhÖ Ph¸ch	lzlsky301	236	1010	2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tr_120.spr					0	2	0	0	0	0	0	4	7	0	-1	0	0	11	-1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	723	0	0	0	0	0	0	0	120	1	-2	0	0	0	1		0					0	0	\script\skill\tianren.lua	skill_cost_v	tianren120	autodeathskill	tianren120	skill_mintimepercastonhorse_v	tianren120	skill_mintimepercast_v	tianren120	skill_desc	tianren120	skill_skillexp_v	tianren120										¢m tµ bÝ hiÓm, lµm cho kÎ thï ph¶i ho¶ng lo¹n.			
XuÊt ø BÊt NhiÔm	lzlsky301	237	1009	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wa_120.spr				122	0	2	0	0	0	0	0	5	7	274	-1	1	1	11	-1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	738	0	0	0	0	0	0	0	120	1	-2	0	0	0	1		0					0	0	\script\skill\wudang.lua	skill_cost_v	wudang120	missle_missrate	wudang120	skill_mintimepercastonhorse_v	wudang120	skill_mintimepercast_v	wudang120	skill_desc	wudang120	skill_skillexp_v	wudang120	ignorenegativestate_p	wudang120								Th©n t©m thanh tÞnh, lo¹i bá tÊt c¶ tr¹ng th¸i dÞ th­êng.			
L­ìng Nghi Ch©n KhÝ	lzlsky301	238	1008	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_kl_120.spr					0	3	0	0	0	0	0	5	7	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1	-2	0	0	0	0		0					0	0	\script\skill\kunlun.lua	autorescueskill	kunlun120	skill_desc	kunlun120	skill_skillexp_v	kunlun120																Ch©n khÝ hé thÓ, b¶o vÖ tÝnh m¹ng lóc hiÓm nguy.			
Cong kich vat ly npc	lzlsky301	239	1	1			\sound\skill\sound_k002.wav	0	0	0	0	1	75	5	1	9	1	8	230	1	2	0	10	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	50	20	2	1	30	0	32		0					0	0	\script\skill\npc.lua	physicsdamage_v	congkichvatlynpc		congkichvatlynpc		congkichvatlynpc	missle_speed_v	congkichvatlynpc															0	0	0
